iter	Logloss
173	0.2472749715
174	0.2470688974
175	0.2470557572
176	0.2470406236
177	0.2470280605
178	0.247000463
179	0.2469889088
180	0.2469749168
181	0.2469475872
182	0.2469359581
183	0.2469212111
184	0.2466755928
185	0.2465828631
186	0.246400023
187	0.246372033
188	0.2463577954
189	0.2463467103
190	0.2463332879
191	0.2463215453
192	0.2460631191
193	0.2459632153
194	0.2457598987
195	0.2457464769
196	0.2457172905
197	0.2454475936
198	0.2454334018
199	0.2453167412
200	0.2452999758
201	0.245284339
202	0.2450326218
203	0.2448217937
204	0.2447392549
205	0.2447274155
206	0.2447140102
207	0.2446302952
208	0.2445048546
209	0.2442638336
210	0.2440224961
211	0.2440087736
212	0.2438985109
213	0.2437582364
214	0.243745875
215	0.2436626453
216	0.2436409863
217	0.2436297928
218	0.2434218479
219	0.2434074026
220	0.2432250052
221	0.242957387
222	0.2429432674
223	0.2429349618
224	0.2429242784
225	0.2429110371
226	0.242888053
227	0.242678805
228	0.2424244506
229	0.2423134951
230	0.2422530764
231	0.2422443815
232	0.2421642957
233	0.2421063545
234	0.2420944408
235	0.2418463526
236	0.2418260158
237	0.2418132024
238	0.2417338324
239	0.2417097725
240	0.2416059369
241	0.2415900285
242	0.2415640698
243	0.2414344618
244	0.2413762952
245	0.2411670326
246	0.241151262
247	0.2411363587
248	0.2411239308
249	0.2408566072
250	0.2408316416
251	0.2405628828
252	0.240551757
253	0.2404651596
254	0.2404495357
255	0.2404382577
256	0.2402676483
257	0.2402122009
258	0.2400955767
259	0.2400791567
260	0.2399779737
261	0.2398045655
262	0.2397588578
263	0.2397428978
264	0.2396221946
265	0.2396014239
266	0.2395346003
267	0.2395110534
268	0.2394998604
269	0.2394762905
270	0.2393905677
271	0.2391937375
272	0.2391824175
273	0.2389197993
274	0.2388561553
275	0.2387685663
276	0.2387554855
277	0.23873664
278	0.2387204448
279	0.2387067029
280	0.2385192483
281	0.2382370699
282	0.2382136637
283	0.2381087344
284	0.2381002175
285	0.2380889892
286	0.2378497124
287	0.237836805
288	0.2377536681
289	0.2375622751
290	0.2375480965
291	0.2372933898
292	0.2372832547
293	0.2372729477
294	0.2372615582
295	0.2372534955
296	0.2372428639
297	0.2372249008
298	0.2369825782
299	0.2369663948
300	0.2369433764
301	0.2367444399
302	0.2367287956
303	0.2366807696
304	0.2365074853
305	0.2364842865
306	0.2363798128
307	0.2363649855
308	0.2363508227
309	0.2363044269
310	0.2362890037
311	0.2362818082
312	0.23617137
313	0.2361539336
314	0.2361404346
315	0.2361222427
316	0.235992525
317	0.2359286942
318	0.2359137757
319	0.2358538746
320	0.2358345473
321	0.2355877567
322	0.2355738668
323	0.2355572437
324	0.2355063101
325	0.2353173569
326	0.2352898832
327	0.2351959696
328	0.2351874369
329	0.2350912104
330	0.2348985775
331	0.2348862935
332	0.234668869
333	0.2346063924
334	0.2345994687
335	0.2345559681
336	0.234542579
337	0.2343435556
338	0.2343264412
339	0.2343124075
340	0.2342189962
341	0.2339624807
342	0.2339383809
343	0.2339275477
344	0.2338557526
345	0.2338403073
346	0.2337949781
347	0.2337863266
348	0.233769933
349	0.2337266969
350	0.2337100876
351	0.2337017586
352	0.2336901584
353	0.2334747776
354	0.233425309
355	0.2334124342
356	0.2332143928
357	0.2332020569
358	0.233026978
359	0.2329281676
360	0.2329037223
361	0.232746504
362	0.2326604156
363	0.2325831265
364	0.2325462504
365	0.23247857
366	0.232455291
367	0.2324058401
368	0.2323985195
369	0.2323254935
370	0.2322612633
371	0.232253584
372	0.2322430999
373	0.2322350954
374	0.2321248494
375	0.2321077494
376	0.2320943063
377	0.2320756072
378	0.2320658286
379	0.2319669371
380	0.231956636
381	0.2318926156
382	0.231802164
383	0.23166352
384	0.2316475774
385	0.2315346885
386	0.2315241471
387	0.2313069213
388	0.2312973772
389	0.2311623208
390	0.2311510259
391	0.2310122907
392	0.2309669836
393	0.2309142873
394	0.2308676122
395	0.2308538529
396	0.2307679954
397	0.2307191856
398	0.2307006161
399	0.2306434468
400	0.2305508173
401	0.2303873611
402	0.2301725781
403	0.230125388
404	0.2300846426
405	0.2300291552
406	0.2299586791
407	0.2299467393
408	0.2298715607
409	0.2297084513
410	0.2294203199
411	0.2293558522
412	0.2293400906
413	0.2292955933
414	0.2291442141
415	0.2291040842
416	0.229017765
417	0.2289351327
418	0.2288788335
419	0.228860963
420	0.2288218771
421	0.2288072304
422	0.2286846728
423	0.2286723015
424	0.228549015
425	0.2285358455
426	0.228477953
427	0.2284697223
428	0.2284532292
429	0.2283983882
430	0.2282160834
431	0.2281048399
432	0.2280961626
433	0.2279674151
434	0.2278895731
435	0.2278733294
436	0.2278560742
437	0.2278154195
438	0.2278006844
439	0.2277320565
440	0.2277161039
441	0.2275093056
442	0.2274403298
443	0.2274280993
444	0.2273063893
445	0.2272590141
446	0.2272030831
447	0.2271397666
448	0.2269925539
449	0.2268983158
450	0.2267939425
451	0.2267441418
452	0.2267280133
453	0.2266567166
454	0.2265764586
455	0.2264733712
456	0.2264659677
457	0.2264427417
458	0.2264255164
459	0.2264088811
460	0.2263492002
461	0.2263335987
462	0.2263036488
463	0.2262975347
464	0.2262833898
465	0.2262133474
466	0.2261528066
467	0.2259761587
468	0.2259089725
469	0.2258599795
470	0.2258122584
471	0.2257979153
472	0.2257843073
473	0.2257321442
474	0.2256755624
475	0.2256510012
476	0.2256109624
477	0.2254386407
478	0.2253515713
479	0.2253421521
480	0.2253008239
481	0.225284801
482	0.2252699909
483	0.225152468
484	0.2251409671
485	0.2250868295
486	0.2250404125
487	0.2249081905
488	0.2248756122
489	0.2248303369
490	0.2248157304
491	0.2247625876
492	0.2247483155
493	0.2246727825
494	0.2246617161
495	0.2246496098
496	0.2245935529
497	0.224511139
498	0.2243529655
499	0.2242054268
500	0.224081763
501	0.2240735943
502	0.2239243247
503	0.2238941375
504	0.2238366745
505	0.2237804329
506	0.2236450467
507	0.2236081737
508	0.2235679789
509	0.2234952364
510	0.2233912108
511	0.2233518395
512	0.2233334195
513	0.2232696163
514	0.2231753519
515	0.2231369257
516	0.2230955925
517	0.2230806896
518	0.2230280318
519	0.2229514364
520	0.2228752875
521	0.2228205741
522	0.2226767598
523	0.2226628017
524	0.222655538
525	0.2226155311
526	0.2225262063
527	0.2224636557
528	0.2224448918
529	0.2224015489
530	0.2223609268
531	0.222269839
532	0.2222529211
533	0.2221701647
534	0.2221203959
535	0.2221047345
536	0.2220860017
537	0.2220517857
538	0.222044428
539	0.2219938404
540	0.2219476206
541	0.2219351169
542	0.2218177566
543	0.2218057395
544	0.2217751842
545	0.2217355659
546	0.2216878604
547	0.2216775707
548	0.2215874035
549	0.2215252426
550	0.2215138828
551	0.2214615961
552	0.2212693377
553	0.22120895
554	0.2211585643
555	0.2210260653
556	0.2210099805
557	0.2209997254
558	0.220963411
559	0.2209342103
560	0.2208800421
561	0.220845911
562	0.2208361235
563	0.2207737099
564	0.2205596946
565	0.2204325178
566	0.2203940814
567	0.2203542004
568	0.2202418978
569	0.2202269524
570	0.2201582235
571	0.2201465949
572	0.2200798765
573	0.2200169595
574	0.2199717109
575	0.2199393067
576	0.2198849577
577	0.2198706914
578	0.2198229518
579	0.2197690868
580	0.2196181013
581	0.2195642035
582	0.219556094
583	0.2195207384
584	0.2194916063
585	0.2194277428
586	0.2194098685
587	0.2193471027
588	0.2191809469
589	0.2191661339
590	0.2191047224
591	0.2190986914
592	0.2190554029
593	0.2190408985
594	0.2189594644
595	0.218927943
596	0.2189162487
597	0.2188611318
598	0.21883708
599	0.2188239117
600	0.2188122189
601	0.2187980126
602	0.2187543
603	0.2186998638
604	0.2186684472
605	0.2186315637
606	0.2185727045
607	0.2185386944
608	0.2184481737
609	0.2184352876
610	0.2184204867
611	0.2184050433
612	0.218362287
613	0.2183469116
614	0.2182886426
615	0.2182342431
616	0.2182238874
617	0.2182091776
618	0.2181978529
619	0.2181856028
620	0.2181226033
621	0.2180330865
622	0.2180213858
623	0.2179668594
624	0.2178647941
625	0.2178532792
626	0.2177908066
627	0.2176412535
628	0.2175755664
629	0.2175626685
630	0.2175269587
631	0.2175116826
632	0.2174769572
633	0.2174172234
634	0.2174043948
635	0.217322693
636	0.2173094537
637	0.2172954746
638	0.2172802836
639	0.2172319139
640	0.2171958862
641	0.2171822912
642	0.2171666784
643	0.2171325623
644	0.2170804855
645	0.2170409128
646	0.2169989674
647	0.216951779
648	0.2169109701
649	0.2168963098
650	0.2168468083
651	0.216807616
652	0.216795549
653	0.2166633791
654	0.2166506882
655	0.2165963581
656	0.2165507309
657	0.2164918389
658	0.2164810558
659	0.2164678059
660	0.2164055526
661	0.2163544022
662	0.2163265137
663	0.2162369316
664	0.2162274383
665	0.2161692634
666	0.2161389399
667	0.2160512279
668	0.2160201914
669	0.2160060294
670	0.2159660111
671	0.215936228
672	0.2158906939
673	0.215878796
674	0.2158522514
675	0.2157755503
676	0.2157618937
677	0.2157468206
678	0.2156561834
679	0.2156438627
680	0.2155004193
681	0.2154882933
682	0.2154418424
683	0.215427625
684	0.2153652111
685	0.215312037
686	0.2152339064
687	0.2151976323
688	0.2151823958
689	0.2151611497
690	0.2151460656
691	0.2151322168
692	0.215119292
693	0.2150732102
694	0.2149500815
695	0.2149223726
696	0.2148684154
697	0.2148544344
698	0.2148192214
699	0.2148068612
700	0.2147844495
701	0.2147795136
702	0.2147379404
703	0.2146785771
704	0.2146665906
705	0.2146412283
706	0.2145717354
707	0.2145247209
708	0.2145131207
709	0.2143710001
710	0.2142737741
711	0.2142260264
712	0.2141788689
713	0.2141583131
714	0.2140087108
715	0.2140032955
716	0.2138823541
717	0.2138407542
718	0.2137913405
719	0.2137521466
720	0.2137462128
721	0.2137352707
722	0.2136919148
723	0.2136405201
724	0.2136186144
725	0.213582641
726	0.2135400455
727	0.2135133449
728	0.2134990852
729	0.2134841942
730	0.2134709826
731	0.21345946
732	0.213422362
733	0.213374813
734	0.2133287936
735	0.2133218203
736	0.2133108737
737	0.2131938214
738	0.2131405447
739	0.2130345948
740	0.2130225797
741	0.2129919677
742	0.2129413174
743	0.2128948752
744	0.2128831282
745	0.212795293
746	0.212785838
747	0.2127684598
748	0.2127075116
749	0.212701352
750	0.2126574177
751	0.2126447742
752	0.2125012593
753	0.2124878544
754	0.2124426984
755	0.2123976599
756	0.2123777348
757	0.2123264487
758	0.2123139049
759	0.2122563065
760	0.2122507792
761	0.212200658
762	0.2121693553
763	0.2121564833
764	0.2121309236
765	0.2120985117
766	0.2120616126
767	0.2120304089
768	0.2119810386
769	0.2119493988
770	0.2118968689
771	0.2118081751
772	0.2117683508
773	0.2117563471
774	0.2117439987
775	0.2117314581
776	0.2117003006
777	0.2116886731
778	0.2116424184
779	0.2116040117
780	0.2115681687
781	0.2115533225
782	0.2115230871
783	0.211488815
784	0.2114273654
785	0.2113422179
786	0.2113045022
787	0.211240824
788	0.2112280871
789	0.2112189635
790	0.2111506446
791	0.2111124802
792	0.2110637435
793	0.2109959592
794	0.2109889621
795	0.2109406866
796	0.2108980795
797	0.210853982
798	0.2108454324
799	0.2107148942
800	0.2107029908
801	0.2106914602
802	0.2105806109
803	0.210537925
804	0.2104122551
805	0.210361855
806	0.2102021396
807	0.2101828031
808	0.2101058945
809	0.2100241631
810	0.2100128201
811	0.2099949062
812	0.2099523993
813	0.2099417102
814	0.2099297151
815	0.2099167835
816	0.2098760169
817	0.2097600262
818	0.2097496167
819	0.209739667
820	0.2096931082
821	0.2096685019
822	0.2096422104
823	0.2096335722
824	0.2096213102
825	0.2096097963
826	0.209596189
827	0.2095843217
828	0.2095611536
829	0.2095491767
830	0.2095182038
831	0.2094902708
832	0.2093691309
833	0.2093178644
834	0.2092920545
835	0.2092817902
836	0.2092283494
837	0.2091792243
838	0.2091325266
839	0.2091050482
840	0.2090548074
841	0.2090423868
842	0.2090312728
843	0.2090256635
844	0.209013124
845	0.208994864
846	0.2089828277
847	0.2089476481
848	0.208925881
849	0.208919648
850	0.2087978518
851	0.2087436722
852	0.2087166365
853	0.208673567
854	0.2086412997
855	0.2086215598
856	0.2085742808
857	0.2085467801
858	0.2085359047
859	0.2084992587
860	0.2084665673
861	0.2084396454
862	0.2083976147
863	0.2083043194
864	0.2082578836
865	0.2081593796
866	0.2081443798
867	0.2080675754
868	0.2080154641
869	0.2079679007
870	0.2079473584
871	0.2079025198
872	0.2077486921
873	0.2077067071
874	0.2076598273
875	0.2076081289
876	0.2075866311
877	0.2075488695
878	0.207524188
879	0.2074601869
880	0.2074298887
881	0.2074229869
882	0.2073643454
883	0.207325173
884	0.2073152909
885	0.2071783579
886	0.207135633
887	0.207099526
888	0.2070886949
889	0.2070416969
890	0.2070343964
891	0.2069389881
892	0.2069337868
893	0.2068873293
894	0.2068813089
895	0.2068380413
896	0.206693028
897	0.2066556035
898	0.2065760323
899	0.2065641814
900	0.2064363282
901	0.2064275152
902	0.2063902048
903	0.2063810865
904	0.2063639856
905	0.2063541879
906	0.2062291812
907	0.2061822368
908	0.2061729356
909	0.2061640855
910	0.2060966191
911	0.2060847746
912	0.206036113
913	0.2060025248
914	0.205997313
915	0.2059877484
916	0.2059290703
917	0.2058871154
918	0.2058653743
919	0.2058101073
920	0.2058051133
921	0.2057926863
922	0.2057552777
923	0.2057431887
924	0.2057193163
925	0.2057083737
926	0.2056367732
927	0.2055971947
928	0.2055737794
929	0.2055635646
930	0.2055511472
931	0.2055425091
932	0.2054468064
933	0.2054171398
934	0.2053725968
935	0.2053615143
936	0.2053212493
937	0.2052817066
938	0.205199206
939	0.205194949
940	0.2051452182
941	0.2051357735
942	0.2050729785
943	0.2050651813
944	0.2049389566
945	0.2049026371
946	0.2048517683
947	0.2048232361
948	0.2048099862
949	0.204765989
950	0.2047173069
951	0.2046538356
952	0.2046039997
953	0.2045312012
954	0.2044806724
955	0.2044717294
956	0.2044580425
957	0.2044002475
958	0.2043676441
959	0.204315225
960	0.2043041947
961	0.2042726724
962	0.2042326034
963	0.204223011
964	0.2042045627
965	0.2041755837
966	0.2041649354
967	0.2041178067
968	0.2041067297
969	0.2040389613
970	0.2040270081
971	0.2039914861
972	0.2039427293
973	0.2039353087
974	0.2038204344
975	0.2037705082
976	0.203766035
977	0.2036840092
978	0.2036440081
979	0.2036394744
980	0.2035960784
981	0.2035917647
982	0.203581308
983	0.2035686274
984	0.2035236401
985	0.2035098781
986	0.2034990073
987	0.2034910351
988	0.2034801782
989	0.2034630419
990	0.2034185577
991	0.2034040784
992	0.2032978661
993	0.2032682288
994	0.2032424851
995	0.2032376395
996	0.2032267396
997	0.2031817474
998	0.2031709667
999	0.2031342756
